Time period,Local Authority,MSOA code,MSOA name (EN),MSOA name (CY),Cases,"Incidence per 100,000 population"
All cases,Cardiff,W02000380,"Creigiau, Pentyrch & St Fagans","Creigiau, Pen-tyrch a Sain Ffagan",191,"2,648.0"
All cases,Cardiff,W02000381,Llanrumney South,De Llanrhymni,200,"3,035.8"
All cases,Cardiff,W02000382,Trowbridge,Trowbridge,179,"2,882.4"
All cases,Cardiff,W02000383,Llanedeyrn,Llanedern,204,"2,808.8"
All cases,Cardiff,W02000384,Heath,Y Mynydd Bychan,161,"2,808.3"
All cases,Cardiff,W02000385,Cyncoed South & Roath Park,De Cyncoed a Pharc y Rhath,243,"3,177.7"
All cases,Cardiff,W02000386,Whitchurch,Yr Eglwys Newydd,173,"2,178.6"
All cases,Cardiff,W02000387,Birchgrove,Llwynbedw,144,"2,346.8"
All cases,Cardiff,W02000388,Rumney,Tredelerch,153,"2,598.5"
All cases,Cardiff,W02000389,Llandaf North,Ystum Taf,195,"2,244.5"
All cases,Cardiff,W02000390,Pen-y-lan North,Gogledd Pen-y-lan,273,"4,219.5"
All cases,Cardiff,W02000391,Gabalfa,Gabalfa,787,"8,007.7"
All cases,Cardiff,W02000392,Llandaf & Danescourt,Llandaf a Danescourt,290,"3,267.6"
All cases,Cardiff,W02000393,Fairwater North,Gogledd y Tyllgoed,166,"2,501.5"
All cases,Cardiff,W02000394,Cathays North,Gogledd Cathays,592,"6,277.8"
All cases,Cardiff,W02000395,Pen-y-lan South,De Pen-y-lan,183,"2,591.3"
All cases,Cardiff,W02000396,Roath,Y Rhath,287,"3,712.8"
All cases,Cardiff,W02000397,Fairwater South,De'r Tyllgoed,172,"2,671.6"
All cases,Cardiff,W02000398,Cathays South & Bute Park,De Cathays a Pharc Biwt,832,"6,569.3"
All cases,Cardiff,W02000399,Plasnewydd,Plasnewydd,302,"2,929.2"
All cases,Cardiff,W02000400,Pontcanna,Pontcanna,189,"2,835.7"
All cases,Cardiff,W02000401,Victoria Park,Parc Victoria,148,"2,456.0"
All cases,Cardiff,W02000402,Adamsdown,Adamsdown,310,"2,567.7"
All cases,Cardiff,W02000403,Tremorfa & Pengam,Tremorfa a Phengam,294,"3,924.2"
All cases,Cardiff,W02000404,Splott,Y Sblot,151,"2,449.3"
All cases,Cardiff,W02000405,Ely East,Dwyrain Trelái,166,"2,136.4"
All cases,Cardiff,W02000406,Canton,Treganna,289,"3,139.9"
All cases,Cardiff,W02000407,Caerau East,Dwyrain Caerau,186,"2,705.1"
All cases,Cardiff,W02000408,South Riverside,De Glanyrafon,251,"3,377.3"
All cases,Cardiff,W02000409,Ely West,Gorllewin Trelái,157,"2,551.2"
All cases,Cardiff,W02000410,Grangetown North,Gogledd Grangetown,289,"3,224.0"
All cases,Cardiff,W02000411,Caerau West,Gorllewin Caerau,205,"3,036.6"
All cases,Cardiff,W02000412,Grangetown South,De Grangetown,231,"3,343.9"
All cases,Cardiff,W02000422,Cardiff Bay,Bae Caerdydd,195,"2,035.7"
All cases,Cardiff,W02000423,Butetown,Tre-biwt,345,"3,192.4"
All cases,Carmarthenshire,W02000142,Llanfihangel-ar-arth & Llanybydder,Llanfihangel-ar-arth a Llanybydder,92,"1,619.7"
All cases,Carmarthenshire,W02000143,"Llandovery, Cil-y-cwm & Cynwyl Gaeo","Llanymddyfri, Cil-y-cwm a Chynwyl Gaeo",101,"1,817.9"
All cases,Carmarthenshire,W02000144,"Tre-lech, Cenarth & Llangeler","Tre-lech, Cenarth a Llangeler",89,"1,165.7"
All cases,Carmarthenshire,W02000145,"Llandeilo, Llangadog & Maenordeilo","Llandeilo, Llangadog a Maenordeilo",120,"1,666.9"
All cases,Carmarthenshire,W02000146,"Abergwili, Llanegwad & Carmel","Abergwili, Llanegwad a Charmel",86,"1,291.5"
All cases,Carmarthenshire,W02000147,Carmarthen West & Cynwyl Elfed,Gorllewin Caerfyrddin a Chynwyl Elfed,107,"1,241.4"
All cases,Carmarthenshire,W02000148,Carmarthen North,Gogledd Caerfyrddin,89,"1,729.2"
All cases,Carmarthenshire,W02000149,Carmarthen South & Llangynnwr,De Caerfyrddin a Llangynnwr,108,"1,674.7"
All cases,Carmarthenshire,W02000151,"Brynaman, Y Garnant & Glanaman","Brynaman, Y Garnant a Glanaman",122,"1,656.0"
All cases,Carmarthenshire,W02000152,Llandybie & Saron,Llandybïe a Saron,231,"2,700.5"
All cases,Carmarthenshire,W02000153,"Llanddarog, Llangyndeyrn & Ferryside","Llanddarog, Llangyndeyrn a Glanyfferi",131,"1,580.6"
All cases,Carmarthenshire,W02000154,Ammanford & Betws,Rhydaman a Betws,94,"1,186.1"
All cases,Carmarthenshire,W02000156,"Llan-non, Cross Hands & Pen-y-groes","Llan-non, Cross Hands a Phen-y-groes",177,"2,102.9"
All cases,Carmarthenshire,W02000157,Glyn & Pontyberem,Glyn a Phontyberem,169,"1,745.9"
All cases,Carmarthenshire,W02000158,Yr Hendy & Ty-croes,Yr Hendy a Th?-croes,134,"2,212.3"
All cases,Carmarthenshire,W02000159,Cydweli & Trimsaran,Cydweli a Thrimsaran,80,"1,295.1"
All cases,Carmarthenshire,W02000160,Swiss Valley & Llangennech,Dyffryn y Swistir a Llangennech,220,"2,874.7"
All cases,Carmarthenshire,W02000161,Dafen & Felin-foel,Dafen a Felin-foel,192,"3,435.9"
All cases,Carmarthenshire,W02000162,Pembrey & Burry Port,Pen-bre a Phorth Tywyn,121,"1,455.6"
All cases,Carmarthenshire,W02000163,Llanelli North,Gogledd Llanelli,149,"2,728.9"
All cases,Carmarthenshire,W02000164,Llanelli West,Gorllewin Llanelli,156,"2,114.7"
All cases,Carmarthenshire,W02000165,Llanelli Bigyn,Llanelli Bigyn,156,"2,315.6"
All cases,Carmarthenshire,W02000166,Bynea & Llwynhendy,Bynea a Llwynhendy,269,"2,976.0"
All cases,Carmarthenshire,W02000167,Llanelli South,De Llanelli,221,"2,063.1"
All cases,Carmarthenshire,W02000418,"Whitland, Laugharne & Llansteffan","Hendy-gwyn ar Daf, Lacharn a Llansteffan",182,"1,458.0"
All cases,Ceredigion,W02000116,Borth & Bont-goch,Y Borth a Bont-goch,60,806.5
All cases,Ceredigion,W02000117,Aberystwyth North,Gogledd Aberystwyth,77,871.5
All cases,Ceredigion,W02000118,Aberystwyth South,De Aberystwyth,51,762.0
All cases,Ceredigion,W02000120,Aberaeron & Llanrhystud,Aberaeron a Llanrhystud,33,465.0
All cases,Ceredigion,W02000122,New Quay & Penbryn,Ceinewydd a Phenbryn,32,486.8
All cases,Ceredigion,W02000123,Lampeter & Llanfihangel Ystrad,Llanbedr Pont Steffan a Llanfihangel Ystrad,61,740.0
All cases,Ceredigion,W02000124,Cardigan & Aber-porth,Aberteifi ac Aber-porth,128,"1,441.8"
All cases,Ceredigion,W02000125,"Beulah, Troed-yr-aur & Llandysul","Beulah, Troed-yr-aur a Llandysul",55,744.2
All cases,Ceredigion,W02000421,"Rheidol, Ystwyth & Caron","Rheidol, Ystwyth a Caron",124,"1,074.0"
All cases,Conwy,W02000027,Llandudno Town & Gogarth,Tref Llandudno a Gogarth,127,"1,433.6"
All cases,Conwy,W02000028,Llandudno South,De Llandudno,125,"1,784.4"
All cases,Conwy,W02000029,Penrhyn Bay,Bae Penrhyn,122,"1,962.4"
All cases,Conwy,W02000030,Rhos-on-Sea,Llandrillo-yn-Rhos,82,"1,364.4"
All cases,Conwy,W02000031,Kinmel Bay & Towyn,Bae Cinmel a Thowyn,198,"2,371.0"
All cases,Conwy,W02000032,Llandudno Junction North & Deganwy,Gogledd Cyffordd Llandudno a Deganwy,149,"1,549.3"
All cases,Conwy,W02000033,Colwyn Bay North,Gogledd Bae Colwyn,123,"1,982.9"
All cases,Conwy,W02000034,Upper Colwyn Bay,Bae Colwyn Uchaf,146,"1,924.3"
All cases,Conwy,W02000035,Old Colwyn & Llanddulas,Hen Golwyn a Llanddulas,100,"1,155.4"
All cases,Conwy,W02000036,Abergele,Abergele,142,"1,306.7"
All cases,Conwy,W02000037,Llandudno Junction South & Llasanffraid Glan Conwy,De Cyffordd Llandudno a Llasanffraid Glan Conwy,108,"1,471.6"
All cases,Conwy,W02000038,Conwy & Afon Roe,Conwy a Afon Ro,80,"1,120.9"
All cases,Conwy,W02000039,Llanfairfechan & Penmaenmawr,Llanfairfechan a Penmaenmawr,88,"1,127.6"
All cases,Conwy,W02000040,"Betws-yn-Rhos, Llangernyw & Llansannan","Betws-yn-Rhos, Llangernyw a Llansannan",81,"1,164.8"
All cases,Conwy,W02000041,Llanrwst & Betws-y-coed,Llanrwst a Betws-y-coed,76,883.9
All cases,Denbighshire,W02000042,Prestatyn North,Gogledd Prestatyn,109,"1,877.4"
All cases,Denbighshire,W02000043,Prestatyn Central & East,Canol a Dwyrain Prestatyn,106,"2,026.8"
All cases,Denbighshire,W02000044,Prestatyn South,De Prestatyn,103,"1,979.6"
All cases,Denbighshire,W02000045,Rhyl North,Gogledd y Rhyl,215,"2,255.3"
All cases,Denbighshire,W02000047,Rhyl South West,De-orllewin y Rhyl,108,"1,961.9"
All cases,Denbighshire,W02000049,Dyserth & Tremeirchion,Dyserth a Thremeirchion,86,"1,324.3"
All cases,Denbighshire,W02000050,Rhuddlan & Bodelwyddan,Rhuddlan a Bodelwyddan,125,"1,951.0"
All cases,Denbighshire,W02000051,St Asaph & Trefnant,Llanelwy a Threfnant,84,"1,567.2"
All cases,Denbighshire,W02000052,Denbigh West,Gorllewin Dinbych,119,"2,275.3"
All cases,Denbighshire,W02000053,Denbigh East & Pentre Llanrhaeadr,Dwyrain Dinbych a Phentre Llanrhaeadr,151,"2,292.4"
All cases,Denbighshire,W02000054,Llandyrnog & Llanarmon-yn-Iâl,Llandyrnog a Llanarmon-yn-Iâl,125,"2,042.8"
All cases,Denbighshire,W02000055,Ruthin,Rhuthun,97,"1,723.5"
All cases,Denbighshire,W02000056,"Corwen, Llanelidan & Efenechdyd","Corwen, Llanelidan ac Efenechdyd",72,"1,362.3"
All cases,Denbighshire,W02000057,Llangollen & Llandrillo,Llangollen a Llandrillo,156,"2,435.6"
All cases,Denbighshire,W02000419,Rhyl East,Dwyrain y Rhyl,168,"1,540.7"
All cases,Flintshire,W02000058,"Gronant, Ffynnongroyw & Trelawnyd","Gronant, Ffynnongroyw a Threlawnyd",89,"1,783.9"
All cases,Flintshire,W02000059,Mostyn & Holway,Mostyn a Holway,98,"1,472.1"
All cases,Flintshire,W02000060,Holywell & Bagillt,Treffynnon a Bagillt,240,"2,197.0"
All cases,Flintshire,W02000061,Flint North East,Gogledd-ddwyrain y Fflint,157,"2,261.3"
All cases,Flintshire,W02000062,Flint South West,De-orllewin y Fflint,149,"2,399.0"
All cases,Flintshire,W02000063,"Caerwys, Halkyn & Nannerch","Caerwys, Helygain a Nannerch",109,"1,343.7"
All cases,Flintshire,W02000064,Connah's Quay North,Gogledd Cei Connah,96,"1,571.7"
All cases,Flintshire,W02000065,Connah's Quay Wepre,Cei Connah Gwepra,140,"1,906.3"
All cases,Flintshire,W02000066,Shotton & Garden City,Shotton a Garden City,227,"2,242.0"
All cases,Flintshire,W02000067,Connah's Quay South & Northop Hall,De Cei Connah a Phentre-moch,128,"1,926.0"
All cases,Flintshire,W02000068,Queensferry & Sandycroft,Queensferry a Sandycroft,101,"1,815.2"
All cases,Flintshire,W02000069,"Buckley North, Northop & Sychdyn","Gogledd Bwcle, Llaneurgain a Sychdyn",140,"2,178.6"
All cases,Flintshire,W02000070,Ewloe & Hawarden,Ewloe a Phenarlâg,218,"2,005.9"
All cases,Flintshire,W02000071,New Brighton & Mynyddisa,New Brighton a Mynyddisa,112,"1,554.7"
All cases,Flintshire,W02000072,Broughton & Saltney,Brychdyn a Saltney,268,"2,232.8"
All cases,Flintshire,W02000073,Mold,Yr Wyddgrug,222,"2,193.0"
All cases,Flintshire,W02000074,Buckley South,De Bwcle,181,"1,793.9"
All cases,Flintshire,W02000075,Pen-y-ffordd & Higher Kinnerton,Pen-y-ffordd a Higher Kinnerton,156,"2,541.1"
All cases,Flintshire,W02000076,"Leeswood, Treuddyn & Gwernaffield","Coed-llai, Treuddyn a'r Waun",132,"1,775.6"
All cases,Flintshire,W02000077,Hope,Yr Hôb,161,"2,601.0"
All cases,Gwynedd,W02000010,Bangor City,Dinas Bangor,256,"2,668.3"
All cases,Gwynedd,W02000011,Bangor South,De Bangor,165,"1,980.6"
All cases,Gwynedd,W02000012,Bethesda,Bethesda,107,"1,246.2"
All cases,Gwynedd,W02000013,Bethel & Llanrug,Bethel a Llanrug,69,"1,006.3"
All cases,Gwynedd,W02000014,Llanberis & Deiniolen,Llanberis a Deiniolen,110,"1,515.4"
All cases,Gwynedd,W02000015,Caernarfon East,Dwyrain Caernarfon,89,"1,043.4"
All cases,Gwynedd,W02000016,Caernarfon West & Waunfawr,Gorllewin Caernarfon a Waunfawr,59,881.6
All cases,Gwynedd,W02000017,"Pen-y-groes, Tal-y-sarn & Dyffryn Nantlle","Pen-y-groes, Tal-y-sarn a Dyffryn Nantlle",51,640.9
All cases,Gwynedd,W02000018,Blaenau Ffestiniog & Trawsfynydd,Blaenau Ffestiniog a Thrawsfynydd,50,770.3
All cases,Gwynedd,W02000019,Porthmadog,Porthmadog,56,797.6
All cases,Gwynedd,W02000020,Cricieth & Llanaelhaearn,Cricieth a Llanaelhaearn,54,778.9
All cases,Gwynedd,W02000021,Pwllheli & Morfa Nefyn,Pwllheli a Morfa Nefyn,111,"1,318.3"
All cases,Gwynedd,W02000022,Harlech & Llanbedr,Harlech a Llanbedr,39,656.1
All cases,Gwynedd,W02000023,Abersoch & Aberdaron,Abersoch ac Aberdaron,51,867.9
All cases,Gwynedd,W02000024,Bala & Mawddwy,Y Bala a Mawddwy,36,599.6
All cases,Gwynedd,W02000025,Barmouth & Dolgellau,Y Bermo a Dolgellau,37,559.1
All cases,Gwynedd,W02000026,Tywyn & Llangelynnin,Tywyn a Llangelynnin,48,644.6
All cases,Merthyr Tydfil,W02000284,Dowlais,Dowlais,582,"6,054.3"
All cases,Merthyr Tydfil,W02000285,"Cefncoedycymer, Heolgerrig & Park","Cefncoedycymer, Heolgerrig a Pharc",441,"5,073.6"
All cases,Merthyr Tydfil,W02000286,Gelli-deg & Town,Gelli-deg a'r Dref,325,"4,621.1"
All cases,Merthyr Tydfil,W02000287,Pentre-bach & Mountain Hare,Pentre-bach a Mountain Hare,477,"5,635.6"
All cases,Merthyr Tydfil,W02000288,"Merthyr Vale, Troed-y-rhiw & Bedlinog","Ynysowen, Troed-y-rhiw a Bedlinog",426,"5,274.2"
All cases,Merthyr Tydfil,W02000289,Treharris & Trelewis,Treharris a Trelewis,303,"3,468.4"
All cases,Merthyr Tydfil,W02000415,"Gurnos, Trefechan & Pontsticill","Gurnos, Trefechan a Phontsticill",481,"4,953.1"
All cases,Monmouthshire,W02000336,Abergavenny South & Crucorney,De'r Fenni a Chrucornau,201,"2,408.1"
All cases,Monmouthshire,W02000337,Abergavenny North,Gogledd y Fenni,168,"2,191.5"
All cases,Monmouthshire,W02000338,Gilwern & Llanfoist,Gilwern a Llan-ffwyst,195,"2,276.4"
All cases,Monmouthshire,W02000339,Monmouth & Wyesham,Trefynwy a Wyesham,150,"1,330.3"
All cases,Monmouthshire,W02000340,Rhaglan & Llantilio Crossenny,Rhaglan a Llandeilo Gresynni,121,"1,654.1"
All cases,Monmouthshire,W02000341,"Usk, Goytre & Llangybi Fawr","Brynbuga, Penperlleni a Llangybi Fawr",162,"1,888.3"
All cases,Monmouthshire,W02000342,Chepstow North & Trellech,Gogledd Cas-gwent a Thryleg,104,"1,072.9"
All cases,Monmouthshire,W02000343,Chepstow South,De Cas-gwent,115,"1,336.0"
All cases,Monmouthshire,W02000344,Caldicot North & Caer-went,Gogledd Cil-y-coed a Chaer-went,82,964.9
All cases,Monmouthshire,W02000345,Caldicot South,De Cil-y-coed,117,"1,427.4"
All cases,Monmouthshire,W02000346,Magor & Rogiet,Magwyr a Rogiet,132,"1,682.6"
All cases,Neath Port Talbot,W02000200,Dulais Valley,Cwmdulais,117,"2,237.1"
All cases,Neath Port Talbot,W02000201,Glynneath,Glyn-nedd,168,"3,191.5"
All cases,Neath Port Talbot,W02000202,Pontardawe,Pontardawe,383,"3,116.4"
All cases,Neath Port Talbot,W02000203,Aberdulais & Resolfen,Aberdulais a Resolfen,172,"2,515.4"
All cases,Neath Port Talbot,W02000204,Cadoxton & Bryn-coch,Llangatwg a Bryn-coch,196,"2,888.3"
All cases,Neath Port Talbot,W02000205,Neath Abbey,Abaty Castell-nedd,193,"3,299.1"
All cases,Neath Port Talbot,W02000206,Neath Town,Tref Castell-nedd,195,"2,867.2"
All cases,Neath Port Talbot,W02000207,Cimla,Cimla,226,"4,424.4"
All cases,Neath Port Talbot,W02000208,Skewen & Jersey Marine,Sgiwen a Jersey Marine,443,"4,056.8"
All cases,Neath Port Talbot,W02000209,Glyncorrwg & Blaengwynfi,Glyncorrwg a Blaengwynfi,107,"2,093.9"
All cases,Neath Port Talbot,W02000210,Neath South,De Castell-nedd,185,"2,806.0"
All cases,Neath Port Talbot,W02000211,Briton Ferry,Llansawel,231,"2,895.1"
All cases,Neath Port Talbot,W02000212,Cwmafan & Bryn,Cwmafan a Bryn,277,"3,531.8"
All cases,Neath Port Talbot,W02000213,Baglan,Baglan,221,"3,286.2"
All cases,Neath Port Talbot,W02000214,Sandfields,Sandfields,426,"4,317.0"
All cases,Neath Port Talbot,W02000215,Aberafan,Aberafan,322,"3,295.8"
All cases,Neath Port Talbot,W02000216,Port Talbot East,Dwyrain Port Talbot,266,"3,686.3"
All cases,Neath Port Talbot,W02000217,Port Talbot South & Margam,De Port Talbot a Margam,191,"2,865.3"
All cases,Neath Port Talbot,W02000417,Ystalyfera & Gwaun-Cae-Gurwen,Ystalyfera a Gwauncaegurwen,220,"2,103.7"
All cases,Newport,W02000347,Caerleon,Caerllion,163,"2,094.8"
All cases,Newport,W02000348,Malpas,Malpas,147,"1,875.2"
All cases,Newport,W02000349,Bettws,Betws,182,"2,262.6"
All cases,Newport,W02000350,Langstone & Llan-wern,Langstone a Llan-wern,172,"1,943.5"
All cases,Newport,W02000351,Beechwood,Beechwood,125,"2,051.5"
All cases,Newport,W02000352,Shaftesbury & Crindai,Shaftesbury a Chrindai,127,"1,874.5"
All cases,Newport,W02000353,St Julians & Barnardtown,Sain Silian a Barnardtown,172,"2,424.9"
All cases,Newport,W02000354,Lawrence Hill,Lawrence Hill,149,"2,571.2"
All cases,Newport,W02000355,Rogerstone,T?-du,303,"3,283.5"
All cases,Newport,W02000356,Ringland,Ringland,118,"2,200.3"
All cases,Newport,W02000357,Maendy,Maendy,210,"2,628.6"
All cases,Newport,W02000358,Ridgeway & Glasllwch,Ridgeway a Glasllwch,127,"1,997.2"
All cases,Newport,W02000359,Victoria & Somerton,Victoria a Somerton,300,"2,530.6"
All cases,Newport,W02000360,Stow Hill,Stow Hill,191,"2,912.0"
All cases,Newport,W02000361,Liswerry & Uskmouth,Llyswyry ac Uskmouth,262,"2,264.9"
All cases,Newport,W02000362,Pye Corner & Graig,Pye Corner a Graig,141,"2,233.5"
All cases,Newport,W02000363,Gaer,Gaer,136,"2,356.2"
All cases,Newport,W02000364,Pillgwenlly & Docks,Pilgwenlli a'r Dociau,249,"2,815.8"
All cases,Newport,W02000365,Duffryn & Maesglas,Dyffryn a Maesglas,219,"2,674.0"
All cases,Newport,W02000366,Marshfield,Maerun,232,"2,772.8"
All cases,Pembrokeshire,W02000126,Cilgerran & Crymych,Cilgerran a Chrymych,70,824.2
All cases,Pembrokeshire,W02000127,Fishguard,Abergwaun,54,545.3
All cases,Pembrokeshire,W02000128,St Davids & Letterston,Tyddewi a Treletert,45,591.9
All cases,Pembrokeshire,W02000129,"Crundale, Clynderwen & Maenclochog","Crundale, Clunderwen a Maenclochog",46,638.4
All cases,Pembrokeshire,W02000130,Haverfordwest North,Gogledd Hwlffordd,47,661.0
All cases,Pembrokeshire,W02000131,Haverfordwest South,De Hwlffordd,53,741.2
All cases,Pembrokeshire,W02000132,Narberth,Arberth,53,771.2
All cases,Pembrokeshire,W02000133,"Johnston, Broad Haven & St Ishmaels","Johnston, Aber Llydan a Llanisan-yn-Rhos",78,933.1
All cases,Pembrokeshire,W02000134,Neyland,Neyland,76,874.6
All cases,Pembrokeshire,W02000135,Milford Haven East,Dwyrain Aberdaugleddau,51,682.9
All cases,Pembrokeshire,W02000136,Saundersfoot,Saundersfoot,90,"1,059.6"
All cases,Pembrokeshire,W02000137,Milford Haven West,Gorllewin Aberdaugleddau,50,654.5
All cases,Pembrokeshire,W02000138,Pembroke Dock,Doc Penfro,106,"1,096.7"
All cases,Pembrokeshire,W02000139,Pembroke East & Manorbier,Dwyrain Penfro a Maenorb?r,84,"1,091.2"
All cases,Pembrokeshire,W02000140,Pembroke West & Castlemartin,Gorllewin Penfro a Chastellmartin,90,"1,217.2"
All cases,Pembrokeshire,W02000141,Tenby & Caldey,Dinbych-y-pysgod ac Ynys B?r,58,954.7
All cases,Powys,W02000097,Llanfyllin & Llanwyddyn,Llanfyllin a Llanwyddyn,84,918.6
All cases,Powys,W02000098,Four Crosses & Guilsfield,Llandysilio a Cegidfa,69,"1,122.9"
All cases,Powys,W02000099,Welshpool,Y Trallwng,130,"1,933.1"
All cases,Powys,W02000100,Machynlleth & Banwy,Machynlleth a Banwy,53,842.5
All cases,Powys,W02000101,"Montgomery, Trewern & Berriew","Trefaldwyn, Tre-wern ac Aberriw",53,972.1
All cases,Powys,W02000102,Llanfair Caereinion & Caersws,Llanfair Caereinion a Chaers?s,86,"1,398.6"
All cases,Powys,W02000103,"Abermule, Churchstoke & Kerry","Aber-miwl, Ystog a Ceri",36,639.0
All cases,Powys,W02000104,Newtown North,Gogledd-ddwyrain y Drenewydd,77,"1,241.5"
All cases,Powys,W02000105,Newtown South,De-orllewin y Drenewydd,39,776.9
All cases,Powys,W02000106,"Llanidloes, Blaen Hafren & Llandinam","Llanidloes, Blaen Hafren a Llandinam",64,984.3
All cases,Powys,W02000107,Knighton & Presteigne,Trefyclo a Llanandras,68,704.3
All cases,Powys,W02000108,"Rhayader, Newbridge-on-Wye & Elan Valley","Rhaeadr Gwy, Y Bontnewydd-ar-Wy a Chwm Elan",63,873.5
All cases,Powys,W02000109,Llandrindod Wells,Llandrindod,29,517.0
All cases,Powys,W02000110,Builth Wells & Llanwrtyd Wells,Llanfair-ym-Muallt a Llanwrtyd,49,732.3
All cases,Powys,W02000111,Hay-on-Wye & Talgarth,Y Gelli Gandryll a Thalgarth,68,799.7
All cases,Powys,W02000113,Brecon,Aberhonddu,141,"1,678.6"
All cases,Powys,W02000114,"Crickhowell, Llangynidr & Llangorse","Crucywel, Llangynidr a Syfaddan",97,"1,393.1"
All cases,Powys,W02000414,Sennybridge & Talybont-on-Usk,Pontsenni a Thal-y-bont ar Wysg,57,944.8
All cases,Powys,W02000416,Ystradgynlais & Tawe Uchaf,Ystradgynlais a Thawe Uchaf,247,"2,444.3"
All cases,Rhondda Cynon Taf,W02000252,Hirwaun & Rhigos,Hirwaun a'r Rhigos,357,"3,844.9"
All cases,Rhondda Cynon Taf,W02000253,Aberdare North & Llwydcoed,Gogledd Aberdâr a Llwydcoed,350,"5,107.3"
All cases,Rhondda Cynon Taf,W02000254,Aberdare West,Gorllewin Aberdâr,322,"4,140.4"
All cases,Rhondda Cynon Taf,W02000255,Aberdare East & Cwm-bach,Dwyrain Aberdâr a Chwm-bach,392,"5,660.6"
All cases,Rhondda Cynon Taf,W02000256,Aberaman,Aberaman,468,"4,609.9"
All cases,Rhondda Cynon Taf,W02000257,Mountain Ash,Aberpennar,397,"5,357.6"
All cases,Rhondda Cynon Taf,W02000258,Treherbert,Treherbert,314,"5,356.5"
All cases,Rhondda Cynon Taf,W02000259,Penrhiw-ceibr,Penrhiw-ceibr,458,"7,697.5"
All cases,Rhondda Cynon Taf,W02000260,Ferndale & Maerdy,Glynrhedynog a Maerdy,312,"5,441.2"
All cases,Rhondda Cynon Taf,W02000261,Treorchy,Treorci,433,"5,630.0"
All cases,Rhondda Cynon Taf,W02000262,Pentre,Pentre,282,"5,327.8"
All cases,Rhondda Cynon Taf,W02000263,Abercynon,Abercynon,397,"6,115.2"
All cases,Rhondda Cynon Taf,W02000264,Tylorstown,Tylorstown,308,"5,200.9"
All cases,Rhondda Cynon Taf,W02000265,Ystrad & Llwynypia,Ystrad a Llwynypia,429,"4,642.4"
All cases,Rhondda Cynon Taf,W02000266,Glyn-coch & Ynys-y-bwl,Glyn-coch ac Ynys-y-bwl,299,"3,936.8"
All cases,Rhondda Cynon Taf,W02000267,Tonypandy West & Clydach Vale,Gorllewin Tonypandy a Cwmclydach,339,"5,190.6"
All cases,Rhondda Cynon Taf,W02000268,Porth East & Ynys-hir,Dwyrain Porth ac Ynys-hir,495,"5,409.2"
All cases,Rhondda Cynon Taf,W02000269,Tonypandy East,Dwyrain Tonypandy,460,"5,384.5"
All cases,Rhondda Cynon Taf,W02000270,Pontypridd East & Cilfynydd,Dwyrain Pontypridd a Chilfynydd,218,"3,267.9"
All cases,Rhondda Cynon Taf,W02000271,Porth West,Gorllewin Porth,249,"4,314.7"
All cases,Rhondda Cynon Taf,W02000272,Pontypridd West,Gorllewin Pontypridd,342,"3,434.8"
All cases,Rhondda Cynon Taf,W02000273,Trefforest,Trefforest,347,"3,423.4"
All cases,Rhondda Cynon Taf,W02000274,Tonyrefail West,Gorllewin Tonyrefail,488,"4,748.0"
All cases,Rhondda Cynon Taf,W02000275,Tonyrefail East,Dwyrain Tonyrefail,259,"4,318.1"
All cases,Rhondda Cynon Taf,W02000276,Church Village East & Ton-teg,Dwyrain Pentre'r Eglwys a Thon-teg,269,"4,228.2"
All cases,Rhondda Cynon Taf,W02000277,Taff's Well & Nantgarw,Ffynnon Taf a Nantgarw,231,"3,179.2"
All cases,Rhondda Cynon Taf,W02000278,Church Village West,Gorllewin Pentre'r Eglwys,358,"3,868.2"
All cases,Rhondda Cynon Taf,W02000279,Beddau & Tyn-y-nant,Beddau a Tyn-y-nant,286,"3,534.4"
All cases,Rhondda Cynon Taf,W02000280,Bryn-cae & Llanharan,Bryn-cae a Llanharan,236,"2,522.4"
All cases,Rhondda Cynon Taf,W02000281,Llantrisant & Talbot Green,Llantrisant a Talbot Green,231,"2,983.3"
All cases,Rhondda Cynon Taf,W02000282,Pont-y-clun & Llanharry,Pont-y-clun a Llanhari,251,"2,096.6"
All cases,Swansea,W02000168,Pontarddulais,Pontarddulais,187,"2,796.9"
All cases,Swansea,W02000169,Clydach & Mawr,Clydach a Mawr,264,"2,770.5"
All cases,Swansea,W02000170,Morriston North,Gogledd Treforys,354,"3,993.7"
All cases,Swansea,W02000171,Llangyfelach & Tircoed,Llangyfelach a Thircoed,267,"3,175.9"
All cases,Swansea,W02000172,Gorseinon,Gorseinon,343,"3,224.0"
All cases,Swansea,W02000173,Birchgrove,Gellifedw,260,"3,223.8"
All cases,Swansea,W02000174,Loughor,Casllwchwr,258,"2,702.1"
All cases,Swansea,W02000175,Morriston South,De Treforys,258,"3,395.2"
All cases,Swansea,W02000176,Mynydd-bach,Mynydd-bach,324,"3,564.0"
All cases,Swansea,W02000177,Llansamlet,Llansamlet,251,"3,571.9"
All cases,Swansea,W02000178,Penderry,Penderi,270,"2,800.0"
All cases,Swansea,W02000179,Gowerton,Treg?yr,191,"2,844.4"
All cases,Swansea,W02000180,Ravenhill,Ravenhill,264,"3,132.8"
All cases,Swansea,W02000181,Bon-y-maen,Bôn-y-maen,393,"5,221.2"
All cases,Swansea,W02000182,Cwmbwrla,Cwmbwrla,274,"3,503.4"
All cases,Swansea,W02000183,Landore,Gland?r,342,"3,323.3"
